month,day,hour,T,GHI,DNI,DHI,rh,wspd,pres
4,2,21,16.5,0.0,0.0,0.0,40.6,0.3,946.6
4,2,22,15.8,0.0,0.0,0.0,39.4,0.5,945.5
4,2,23,14.9,0.0,0.0,0.0,37.6,0.7,943.8
4,3,0,14.2,0.0,0.0,0.0,38.2,0.6,942.9
4,3,1,13.4,0.0,0.0,0.0,49.9,0.5,941.6
4,3,2,13.0,0.0,0.0,0.0,59.1,0.7,941.3
4,3,3,12.5,0.0,0.0,0.0,61.5,0.6,940.5
4,3,4,12.1,0.0,0.0,0.0,63.7,0.6,940.2
4,3,5,11.4,0.0,0.0,0.0,79.0,0.7,938.6
4,3,6,12.2,0.0,0.0,0.0,75.0,0.5,942.3
4,3,7,13.8,0.0,0.0,0.0,77.0,0.2,946.8
4,3,8,16.8,183.3,673.3,40.3,81.6,0.3,953.1
4,3,9,19.4,392.9,818.4,59.8,83.1,0.7,954.4
4,3,10,21.9,575.2,879.6,73.3,83.9,1.0,955.9
4,3,11,23.8,712.0,910.1,82.6,78.7,1.4,956.8
4,3,12,25.1,791.6,923.7,87.7,85.0,1.9,956.9
4,3,13,25.9,807.6,925.4,88.8,87.0,2.3,957.4
4,3,14,25.4,759.0,915.9,85.7,87.4,2.5,955.1
4,3,15,24.4,650.7,894.4,78.5,86.4,2.6,952.3
4,3,16,23.1,490.3,850.9,67.3,77.1,2.4,950.1
4,3,17,21.1,292.6,760.6,51.3,76.5,1.6,946.8
4,3,18,19.0,81.8,497.2,26.2,63.1,1.1,945.8
4,3,19,18.0,0.0,0.0,0.0,56.2,0.8,947.3
4,3,20,17.0,0.0,0.0,0.0,51.5,0.4,946.9
4,3,21,16.1,0.0,0.0,0.0,40.8,0.2,945.4
4,3,22,15.2,0.0,0.0,0.0,37.5,0.4,943.9
4,3,23,14.4,0.0,0.0,0.0,39.9,0.6,943.0
4,4,0,13.7,0.0,0.0,0.0,36.1,0.6,941.9
4,4,1,13.0,0.0,0.0,0.0,36.6,0.5,940.9
4,4,2,12.6,0.0,0.0,0.0,47.9,0.6,940.6
4,4,3,11.9,0.0,0.0,0.0,59.5,0.5,938.8
4,4,4,11.5,0.0,0.0,0.0,67.6,0.4,938.5
4,4,5,10.6,0.0,0.0,0.0,70.7,0.4,935.5
4,4,6,11.6,0.0,0.0,0.0,71.8,0.3,940.7
4,4,7,12.9,0.0,0.0,0.0,75.7,0.1,944.2
4,4,8,14.9,183.3,682.4,40.3,78.5,0.3,949.1
4,4,9,17.8,395.5,830.5,59.9,82.1,0.6,954.3
4,4,10,20.4,580.5,893.5,73.6,82.0,1.0,955.8
4,4,11,22.6,719.8,925.6,83.0,84.1,1.3,956.7
4,4,12,24.5,799.6,938.6,88.1,87.7,1.7,957.8
4,4,13,25.9,815.2,939.9,89.1,89.0,2.1,958.3
4,4,14,26.8,765.5,930.1,85.9,89.9,2.4,958.7
4,4,15,25.9,653.6,905.5,78.6,86.2,2.6,955.8
4,4,16,24.7,490.0,859.0,67.1,79.5,2.4,953.2
4,4,17,22.6,289.7,764.6,51.0,65.8,1.7,950.1
4,4,18,20.9,78.5,494.8,25.6,54.6,1.3,951.0
4,4,19,19.3,0.0,0.0,0.0,48.2,0.9,951.2
4,4,20,18.4,0.0,0.0,0.0,42.7,0.5,952.2
4,4,21,17.5,0.0,0.0,0.0,36.0,0.2,951.0
4,4,22,16.7,0.0,0.0,0.0,31.6,0.4,950.4
4,4,23,15.8,0.0,0.0,0.0,31.5,0.5,949.1
4,5,0,15.2,0.0,0.0,0.0,30.4,0.4,948.8
4,5,1,14.5,0.0,0.0,0.0,37.3,0.5,948.2
4,5,2,14.0,0.0,0.0,0.0,43.1,0.3,947.3
4,5,3,13.5,0.0,0.0,0.0,54.7,0.3,946.3
4,5,4,12.8,0.0,0.0,0.0,61.9,0.3,945.1
4,5,5,12.0,0.0,0.0,0.0,65.6,0.3,943.8
4,5,6,11.7,0.0,0.0,0.0,73.3,0.2,944.4
4,5,7,12.8,0.0,0.0,0.0,78.6,0.0,948.3
4,5,8,15.0,182.4,688.4,40.1,82.5,0.2,953.5
4,5,9,17.7,397.6,842.0,60.0,83.5,0.6,957.6
4,5,10,20.3,587.0,909.9,74.0,83.9,1.0,959.4
4,5,11,22.5,731.2,946.4,83.6,82.5,1.4,959.9
4,5,12,24.1,813.8,961.3,88.9,84.5,1.8,959.9
4,5,13,25.5,831.0,964.5,90.0,89.1,2.2,960.6
4,5,14,26.5,781.7,957.0,86.8,90.1,2.5,961.1
4,5,15,25.8,668.4,934.6,79.4,88.5,2.6,957.7
4,5,16,24.7,501.8,890.2,67.8,80.7,2.3,954.9
4,5,17,22.1,296.6,798.0,51.3,70.9,1.7,949.7
4,5,18,20.2,76.7,506.3,24.9,56.3,1.0,951.4
4,5,19,18.8,0.0,0.0,0.0,44.1,0.7,951.8
4,5,20,17.8,0.0,0.0,0.0,36.3,0.5,952.1
4,5,21,16.8,0.0,0.0,0.0,34.2,0.4,950.6
4,5,22,15.8,0.0,0.0,0.0,32.8,0.6,949.6
4,5,23,14.9,0.0,0.0,0.0,29.8,0.7,948.1
4,6,0,14.1,0.0,0.0,0.0,28.1,0.7,947.2
4,6,1,13.4,0.0,0.0,0.0,35.7,0.8,946.0
4,6,2,12.8,0.0,0.0,0.0,44.0,0.8,945.2
4,6,3,12.4,0.0,0.0,0.0,49.3,0.7,944.4
4,6,4,11.6,0.0,0.0,0.0,54.6,0.7,942.8
4,6,5,11.0,0.0,0.0,0.0,57.7,0.7,941.7
4,6,6,11.7,0.0,0.0,0.0,69.6,0.5,944.9
4,6,7,13.4,0.0,0.0,0.0,73.2,0.2,950.2
4,6,8,15.8,184.0,706.9,40.0,75.8,0.1,954.9
4,6,9,18.9,399.3,852.7,59.9,79.1,0.5,958.3
4,6,10,21.7,585.3,912.8,73.7,81.1,0.9,959.6
4,6,11,23.9,724.2,942.1,83.0,83.8,1.3,959.2
4,6,12,25.6,802.7,952.8,88.2,85.5,1.7,959.1
4,6,13,26.5,816.5,952.1,89.1,87.3,2.0,959.0
4,6,14,26.0,764.4,940.5,85.8,84.7,2.4,956.4
4,6,15,24.8,651.3,915.7,78.3,86.4,2.5,953.8
4,6,16,23.3,486.0,868.7,66.7,74.1,2.3,951.7
4,6,17,20.6,283.7,771.4,50.3,59.0,1.7,946.5
4,6,18,18.4,72.0,491.9,24.0,46.5,1.1,946.6
4,6,19,17.1,0.0,0.0,0.0,39.1,0.8,948.5
4,6,20,16.0,0.0,0.0,0.0,34.8,0.4,948.1
4,6,21,15.0,0.0,0.0,0.0,33.1,0.2,946.5
4,6,22,14.0,0.0,0.0,0.0,34.0,0.1,945.5
4,6,23,13.1,0.0,0.0,0.0,33.4,0.2,944.4
4,7,0,12.3,0.0,0.0,0.0,38.5,0.2,943.6
4,7,1,11.6,0.0,0.0,0.0,45.5,0.3,942.6
4,7,2,11.0,0.0,0.0,0.0,59.7,0.3,942.0
4,7,3,10.5,0.0,0.0,0.0,57.5,0.3,941.0
4,7,4,9.9,0.0,0.0,0.0,63.3,0.3,939.8
4,7,5,9.2,0.0,0.0,0.0,68.3,0.3,937.8
4,7,6,9.7,0.0,0.0,0.0,73.6,0.3,940.7
4,7,7,10.6,0.0,0.0,0.0,76.8,0.2,944.1
4,7,8,12.8,25.2,6.8,23.9,79.2,0.3,950.0
4,7,9,14.9,387.0,830.5,59.2,80.9,0.8,951.8
4,7,10,17.0,570.8,893.9,72.9,83.8,1.2,952.6
4,7,11,18.9,708.7,925.5,82.3,87.1,1.5,953.4
4,7,12,20.3,787.4,938.4,87.4,88.2,2.0,953.2
4,7,13,21.3,802.0,939.5,88.3,91.7,2.5,952.8
4,7,14,21.8,751.4,929.3,85.1,92.2,2.6,952.6
4,7,15,21.4,640.6,906.6,77.7,90.8,2.8,950.1
4,7,16,20.5,477.7,860.9,66.2,81.9,2.4,947.8
4,7,17,18.4,277.4,764.1,49.8,72.4,1.8,943.5
4,7,18,16.7,66.7,470.5,23.1,62.1,1.0,944.4
4,7,19,15.6,0.0,0.0,0.0,53.4,0.8,945.9
4,7,20,14.7,0.0,0.0,0.0,47.8,0.5,947.0
4,7,21,13.8,0.0,0.0,0.0,46.2,0.4,945.0
4,7,22,13.0,0.0,0.0,0.0,41.7,0.7,944.5
4,7,23,12.3,0.0,0.0,0.0,45.1,0.7,944.0
4,8,0,11.6,0.0,0.0,0.0,37.9,0.7,942.9
4,8,1,10.9,0.0,0.0,0.0,40.5,0.7,941.5
4,8,2,10.3,0.0,0.0,0.0,50.7,0.8,940.9
4,8,3,9.7,0.0,0.0,0.0,57.6,0.8,940.0
4,8,4,9.2,0.0,0.0,0.0,66.7,0.8,939.6
4,8,5,8.7,0.0,0.0,0.0,71.9,0.8,938.9
4,8,6,9.7,0.0,0.0,0.0,78.4,0.8,942.8
4,8,7,11.6,0.0,0.0,0.0,80.1,0.4,948.9
4,8,8,15.2,176.5,692.8,39.2,83.0,0.0,956.7
4,8,9,18.9,390.8,846.2,59.4,83.7,0.4,960.6
4,8,10,22.1,577.3,910.3,73.2,84.1,0.8,961.8
4,8,11,24.9,717.1,942.5,82.7,77.1,1.2,962.5
4,8,12,26.9,797.2,956.0,87.9,87.7,1.6,962.1
4,8,13,28.4,812.3,957.8,88.8,88.3,1.8,962.3
4,8,14,27.8,761.4,948.6,85.6,93.1,2.4,957.9
4,8,15,26.7,647.4,923.9,78.0,92.0,2.5,955.3
4,8,16,25.4,481.0,876.4,66.3,83.1,2.2,953.4
4,8,17,22.6,277.5,777.6,49.7,65.1,1.4,947.1
4,8,18,20.6,63.5,468.0,22.3,51.2,0.8,949.3
4,8,19,18.8,0.0,0.0,0.0,41.8,0.6,948.3
4,8,20,17.6,0.0,0.0,0.0,34.3,0.7,948.7
4,8,21,16.4,0.0,0.0,0.0,30.1,0.8,946.9
4,8,22,15.3,0.0,0.0,0.0,26.0,0.9,946.0
4,8,23,14.2,0.0,0.0,0.0,25.0,0.9,944.4
4,9,0,13.4,0.0,0.0,0.0,23.0,0.9,943.4
4,9,1,12.5,0.0,0.0,0.0,35.7,0.9,941.6
4,9,2,11.8,0.0,0.0,0.0,44.6,0.9,940.7
4,9,3,11.2,0.0,0.0,0.0,47.4,0.8,939.0
4,9,4,10.9,0.0,0.0,0.0,51.6,0.9,938.9
4,9,5,10.2,0.0,0.0,0.0,58.9,0.7,937.0
4,9,6,11.1,0.0,0.0,0.0,64.9,0.6,940.9
4,9,7,13.0,0.0,0.0,0.0,69.5,0.2,947.0
4,9,8,15.3,171.4,679.3,38.7,71.9,0.1,952.3
4,9,9,18.4,383.3,835.4,58.7,75.8,0.5,956.2
4,9,10,21.1,567.5,899.8,72.5,76.2,0.9,957.7
4,9,11,23.5,705.6,931.7,81.9,77.4,1.3,958.6
4,9,12,25.5,782.9,943.3,86.9,79.7,1.7,959.5
4,9,13,26.7,795.9,943.0,87.7,83.1,2.1,959.2
4,9,14,27.5,744.0,931.7,84.4,80.4,2.4,959.6
4,9,15,26.5,630.5,905.3,76.9,85.4,2.5,955.9
4,9,16,25.1,466.1,855.9,65.2,72.0,2.3,952.8
4,9,17,22.3,265.7,752.9,48.6,62.0,1.8,946.8
4,9,18,20.1,58.2,442.9,21.3,50.4,1.1,947.9
4,9,19,18.5,0.0,0.0,0.0,44.8,0.8,947.8
4,9,20,17.3,0.0,0.0,0.0,39.6,0.6,947.8
4,9,21,16.4,0.0,0.0,0.0,35.8,0.4,947.1
4,9,22,15.5,0.0,0.0,0.0,31.5,0.5,945.1
4,9,23,14.4,0.0,0.0,0.0,35.0,0.6,942.5
4,10,0,13.5,0.0,0.0,0.0,33.4,0.6,940.7
4,10,1,12.6,0.0,0.0,0.0,45.9,0.5,939.1
4,10,2,11.9,0.0,0.0,0.0,54.8,0.7,937.6
4,10,3,11.0,0.0,0.0,0.0,54.4,0.6,935.5
4,10,4,10.4,0.0,0.0,0.0,60.8,0.6,934.9
4,10,5,9.5,0.0,0.0,0.0,68.9,0.5,931.5
4,10,6,10.5,0.0,0.0,0.0,71.5,0.4,936.8
4,10,7,12.2,0.0,0.0,0.0,74.7,0.1,941.8
4,10,8,14.2,166.2,665.6,38.1,75.6,0.2,946.5
4,10,9,16.8,374.7,821.5,58.1,78.6,0.5,951.2
4,10,10,19.7,555.5,884.8,71.7,76.7,0.9,955.0
4,10,11,22.1,690.2,915.5,80.9,79.7,1.3,956.8
4,10,12,24.0,766.7,927.8,85.9,84.0,1.7,957.6
4,10,13,25.3,779.7,928.1,86.7,86.7,2.1,958.3
4,10,14,24.9,728.4,917.0,83.4,82.9,2.4,955.4
4,10,15,24.0,616.7,891.1,76.0,84.5,2.4,952.8
4,10,16,22.5,454.6,841.6,64.4,75.1,2.2,949.7
4,10,17,20.5,256.9,737.5,47.8,68.0,1.8,947.2
4,10,18,18.6,52.8,414.7,20.1,57.4,1.1,946.2
4,10,19,17.4,0.0,0.0,0.0,52.6,0.9,947.2
4,10,20,16.4,0.0,0.0,0.0,47.5,0.5,947.2
4,10,21,15.6,0.0,0.0,0.0,39.4,0.3,946.9
4,10,22,14.7,0.0,0.0,0.0,36.9,0.2,945.3
4,10,23,14.0,0.0,0.0,0.0,38.7,0.4,944.7
4,11,0,13.2,0.0,0.0,0.0,40.4,0.4,943.3
4,11,1,12.3,0.0,0.0,0.0,50.8,0.4,941.5
4,11,2,11.6,0.0,0.0,0.0,60.0,0.5,940.6
4,11,3,10.9,0.0,0.0,0.0,59.9,0.6,939.7
4,11,4,10.2,0.0,0.0,0.0,71.2,0.6,938.5
4,11,5,9.2,0.0,0.0,0.0,73.6,0.6,936.9
4,11,6,8.8,0.0,0.0,0.0,76.6,0.6,937.5
4,11,7,10.5,0.0,0.0,0.0,81.1,0.2,943.8
4,11,8,13.3,50.4,6.8,49.1,81.6,0.2,949.2
4,11,9,16.2,145.9,8.4,142.7,81.5,0.5,952.1
4,11,10,18.9,561.7,901.2,72.0,78.0,0.9,954.2
4,11,11,21.1,699.6,934.0,81.4,76.3,1.3,954.6
4,11,12,22.7,776.3,945.5,86.4,82.7,1.7,954.2
4,11,13,23.5,788.8,945.0,87.3,86.2,2.1,953.9
4,11,14,23.1,382.9,9.3,376.4,83.4,2.5,951.7
4,11,15,22.4,273.2,9.0,267.7,93.5,2.7,949.8
4,11,16,21.3,455.7,852.6,64.4,73.7,2.5,948.3
4,11,17,19.5,88.0,7.5,85.9,63.6,2.0,946.1
4,11,18,18.1,49.3,404.4,19.3,50.4,1.5,947.6
4,11,19,17.1,0.0,0.0,0.0,43.0,1.2,949.3
4,11,20,16.5,0.0,0.0,0.0,36.5,0.9,950.5
4,11,21,15.7,0.0,0.0,0.0,37.7,0.6,950.6
4,11,22,15.2,0.0,0.0,0.0,34.2,0.5,951.2
4,11,23,14.7,0.0,0.0,0.0,38.4,0.3,951.1
4,12,0,14.3,0.0,0.0,0.0,39.5,0.1,951.2
4,12,1,13.8,0.0,0.0,0.0,52.9,0.2,950.4
4,12,2,13.5,0.0,0.0,0.0,60.0,0.3,950.7
4,12,3,13.2,0.0,0.0,0.0,59.4,0.2,950.7
4,12,4,12.7,0.0,0.0,0.0,76.3,0.2,950.4
4,12,5,12.2,0.0,0.0,0.0,72.4,0.3,949.9
4,12,6,11.8,0.0,0.0,0.0,79.0,0.3,950.5
4,12,7,12.0,0.0,0.0,0.0,80.3,0.1,952.6
4,12,8,13.2,29.2,6.6,27.9,85.0,0.3,954.1
4,12,9,15.0,95.6,8.3,92.5,83.0,0.6,955.3
4,12,10,16.4,156.4,8.9,151.6,83.0,1.0,952.4
4,12,11,17.5,154.4,9.2,148.4,85.0,1.4,950.6
4,12,12,17.8,153.7,9.3,146.9,87.1,1.8,946.8
4,12,13,17.6,156.9,9.3,150.0,89.6,2.2,943.9
4,12,14,17.2,267.0,9.2,260.6,85.4,2.8,941.7
4,12,15,16.5,231.3,8.9,226.0,89.4,2.8,939.8
4,12,16,15.7,93.8,8.4,89.9,73.4,2.5,939.9
4,12,17,14.6,68.0,7.3,66.0,66.9,2.1,939.5
4,12,18,13.8,45.0,384.2,18.2,57.3,1.5,940.6
4,12,19,13.2,0.0,0.0,0.0,50.2,1.2,941.9
4,12,20,12.9,0.0,0.0,0.0,44.2,0.9,943.6
4,12,21,12.7,0.0,0.0,0.0,46.1,0.6,943.8
4,12,22,12.5,0.0,0.0,0.0,43.2,0.5,944.5
4,12,23,12.1,0.0,0.0,0.0,48.3,0.5,943.6
4,13,0,11.8,0.0,0.0,0.0,52.3,0.5,943.9
4,13,1,11.4,0.0,0.0,0.0,61.1,0.5,944.2
4,13,2,11.3,0.0,0.0,0.0,63.6,0.7,945.6
4,13,3,11.1,0.0,0.0,0.0,70.8,0.6,945.4
4,13,4,11.1,0.0,0.0,0.0,81.2,0.6,946.3
4,13,5,10.8,0.0,0.0,0.0,82.6,0.5,945.0
4,13,6,10.2,0.0,0.0,0.0,88.3,0.6,944.8
4,13,7,9.9,0.0,0.0,0.0,90.0,0.7,946.1
4,13,8,10.8,27.7,6.2,26.5,92.7,0.8,950.1
4,13,9,12.4,48.5,7.9,45.5,94.0,1.1,953.0
4,13,10,13.8,125.3,8.6,120.6,98.8,1.4,952.1
4,13,11,15.0,105.1,9.0,99.3,99.7,1.8,951.6
4,13,12,15.2,59.5,9.1,52.9,93.8,2.3,949.1
4,13,13,15.3,60.5,9.1,53.8,95.2,2.6,948.8
4,13,14,14.7,94.3,9.0,88.0,95.0,3.0,947.0
4,13,15,14.4,132.4,8.8,127.2,97.7,3.1,947.2
4,13,16,13.7,133.8,8.3,130.0,90.7,2.9,947.0
4,13,17,13.0,32.6,7.3,30.6,75.3,2.4,947.1
4,13,18,12.3,41.0,366.1,17.1,76.2,1.9,948.4
4,13,19,11.6,0.0,0.0,0.0,66.8,1.6,950.1
4,13,20,11.5,0.0,0.0,0.0,57.6,1.1,952.9
4,13,21,11.4,0.0,0.0,0.0,75.6,0.7,953.5
4,13,22,11.3,0.0,0.0,0.0,63.4,0.4,954.3
4,13,23,10.6,0.0,0.0,0.0,70.0,0.6,952.9
4,14,0,10.0,0.0,0.0,0.0,66.0,0.4,952.2
4,14,1,9.8,0.0,0.0,0.0,62.9,0.4,952.3
4,14,2,9.1,0.0,0.0,0.0,63.9,0.4,950.9
4,14,3,8.0,0.0,0.0,0.0,70.8,0.0,948.3
4,14,4,7.0,0.0,0.0,0.0,91.2,0.1,945.8
4,14,5,6.0,0.0,0.0,0.0,75.1,0.3,945.2
4,14,6,5.4,0.0,0.0,0.0,88.8,0.3,944.7
4,14,7,6.3,0.0,0.0,0.0,91.1,0.1,949.3
4,14,8,8.6,159.9,678.3,37.1,100.0,0.4,954.6
4,14,9,11.4,373.9,847.7,57.9,88.9,0.7,958.7
4,14,10,13.5,561.2,918.0,72.0,100.0,1.0,958.2
4,14,11,15.6,702.2,954.0,81.6,87.9,1.5,958.6
4,14,12,16.8,781.2,967.8,86.8,98.9,1.9,957.5
4,14,13,18.0,794.9,969.9,87.6,98.1,2.3,958.6
4,14,14,18.8,742.4,960.5,84.2,100.0,2.5,958.0
4,14,15,19.5,628.3,938.1,76.5,100.0,2.6,957.9
4,14,16,18.7,461.0,891.2,64.5,93.1,2.2,953.9
4,14,17,16.2,255.6,786.5,47.2,70.4,1.5,946.5
4,14,18,14.6,39.9,386.8,16.4,58.3,0.9,948.3
4,14,19,12.9,0.0,0.0,0.0,44.3,0.5,946.3
4,14,20,11.8,0.0,0.0,0.0,35.0,0.3,947.1
4,14,21,10.5,0.0,0.0,0.0,33.7,0.4,944.6
4,14,22,9.3,0.0,0.0,0.0,36.7,0.6,943.8
4,14,23,8.2,0.0,0.0,0.0,32.0,0.5,942.5
4,15,0,7.4,0.0,0.0,0.0,32.5,0.5,941.8
4,15,1,6.4,0.0,0.0,0.0,42.3,0.7,939.8
4,15,2,5.8,0.0,0.0,0.0,46.0,0.5,939.1
4,15,3,6.4,0.0,0.0,0.0,47.8,0.5,941.3
4,15,4,7.6,0.0,0.0,0.0,60.6,0.4,944.5
4,15,5,8.4,0.0,0.0,0.0,57.0,0.4,946.3
4,15,6,9.1,0.0,0.0,0.0,70.7,0.3,947.9
4,15,7,9.9,0.0,0.0,0.0,73.0,0.1,950.6
4,15,8,11.9,160.1,691.6,36.8,72.7,0.2,956.0
4,15,9,15.0,374.4,856.8,57.7,74.7,0.6,962.4
4,15,10,17.4,559.9,921.9,71.7,76.0,0.9,961.8
4,15,11,19.7,697.8,953.6,81.2,80.2,1.4,962.8
4,15,12,21.4,776.3,967.3,86.3,84.6,1.8,962.1
4,15,13,22.8,789.7,968.9,87.2,89.0,2.1,962.3
4,15,14,23.4,736.9,959.5,83.8,86.4,2.5,961.4
4,15,15,22.7,621.6,934.5,76.1,85.2,2.6,958.5
4,15,16,21.3,453.7,885.2,64.0,77.0,2.2,955.4
4,15,17,18.4,248.6,775.3,46.6,58.2,1.6,949.6
4,15,18,16.6,37.8,395.8,15.5,49.1,0.8,952.2
4,15,19,15.1,0.0,0.0,0.0,38.3,0.5,952.4
4,15,20,14.0,0.0,0.0,0.0,31.8,0.3,952.9
4,15,21,12.8,0.0,0.0,0.0,31.9,0.8,950.6
4,15,22,11.7,0.0,0.0,0.0,34.5,1.0,949.5
4,15,23,10.8,0.0,0.0,0.0,32.7,0.8,948.5
4,16,0,9.9,0.0,0.0,0.0,33.0,1.0,947.0
4,16,1,9.0,0.0,0.0,0.0,38.0,1.1,945.5
4,16,2,8.2,0.0,0.0,0.0,47.0,1.0,944.3
4,16,3,7.7,0.0,0.0,0.0,48.9,1.1,943.7
4,16,4,7.1,0.0,0.0,0.0,57.4,1.1,942.3
4,16,5,6.5,0.0,0.0,0.0,60.5,1.0,941.4
4,16,6,7.5,0.0,0.0,0.0,71.7,1.0,945.6
4,16,7,10.1,0.0,0.0,0.0,72.5,0.7,954.0
4,16,8,13.0,159.2,698.8,36.7,73.6,0.1,958.8
4,16,9,17.1,375.1,865.8,57.8,76.1,0.4,966.3
4,16,10,20.5,562.3,932.4,71.9,76.8,0.7,966.7
4,16,11,23.4,702.1,965.5,81.5,72.1,1.1,967.7
4,16,12,25.5,780.4,978.1,86.6,84.2,1.6,968.3
4,16,13,27.4,793.1,979.2,87.4,87.2,1.8,969.8
4,16,14,28.6,739.1,968.9,83.9,94.0,2.1,970.4
4,16,15,27.8,622.2,943.3,76.1,95.2,2.1,967.3
4,16,16,25.7,452.9,892.9,63.9,81.2,1.8,961.1
4,16,17,22.3,246.5,782.2,46.3,57.8,1.1,955.0
4,16,18,19.8,34.5,384.7,14.5,43.8,0.5,956.3
4,16,19,17.7,0.0,0.0,0.0,33.8,0.5,955.9
4,16,20,16.2,0.0,0.0,0.0,28.1,0.7,956.2
4,16,21,14.6,0.0,0.0,0.0,26.2,1.0,952.8
4,16,22,13.2,0.0,0.0,0.0,30.2,1.1,951.4
4,16,23,11.9,0.0,0.0,0.0,24.0,1.1,949.4
4,17,0,10.7,0.0,0.0,0.0,29.2,1.2,947.5
4,17,1,9.5,0.0,0.0,0.0,32.1,1.2,944.8
4,17,2,8.6,0.0,0.0,0.0,41.0,1.3,943.1
4,17,3,9.4,0.0,0.0,0.0,46.7,1.2,945.7
4,17,4,10.4,0.0,0.0,0.0,49.5,1.2,948.9
4,17,5,11.4,0.0,0.0,0.0,55.9,1.0,951.5
4,17,6,12.5,0.0,0.0,0.0,64.6,0.8,954.1
4,17,7,14.5,0.0,0.0,0.0,68.1,0.5,959.0
4,17,8,17.0,153.8,683.0,36.1,68.7,0.1,963.6
4,17,9,20.5,365.6,849.6,56.9,73.5,0.3,968.0
4,17,10,24.1,548.4,914.2,70.9,74.5,0.6,970.3
4,17,11,26.7,683.7,944.5,80.1,72.0,1.0,968.6
4,17,12,28.4,759.4,956.2,85.1,81.7,1.5,967.8
4,17,13,29.6,770.5,955.8,85.9,85.7,1.8,968.4
4,17,14,28.8,716.5,944.0,82.4,86.0,2.0,965.0
4,17,15,27.8,602.2,918.4,74.7,83.4,2.1,962.7
4,17,16,25.9,436.3,866.8,62.6,72.2,1.9,957.8
4,17,17,22.8,234.5,753.2,45.2,53.4,1.2,951.8
4,17,18,20.5,29.9,350.2,13.2,41.5,0.7,952.7
4,17,19,18.7,0.0,0.0,0.0,33.5,0.5,952.6
4,17,20,17.1,0.0,0.0,0.0,29.1,0.4,951.8
4,17,21,15.7,0.0,0.0,0.0,29.4,0.8,949.9
4,17,22,14.6,0.0,0.0,0.0,28.8,0.9,949.3
4,17,23,13.4,0.0,0.0,0.0,27.3,0.7,948.2
4,18,0,12.2,0.0,0.0,0.0,29.8,0.9,947.5
4,18,1,11.2,0.0,0.0,0.0,39.2,1.0,946.0
4,18,2,10.5,0.0,0.0,0.0,50.5,1.1,945.1
4,18,3,10.6,0.0,0.0,0.0,51.0,1.1,945.2
4,18,4,11.7,0.0,0.0,0.0,53.6,0.8,947.3
4,18,5,11.7,0.0,0.0,0.0,52.9,0.6,945.7
4,18,6,11.2,0.0,0.0,0.0,67.1,0.6,944.4
4,18,7,11.2,0.0,0.0,0.0,71.2,0.4,944.6
4,18,8,13.1,22.3,6.5,21.2,69.2,0.1,948.9
4,18,9,14.2,65.1,8.1,62.2,73.9,0.6,948.1
4,18,10,13.9,119.2,8.8,114.6,75.7,1.1,944.7
4,18,11,16.0,125.3,9.1,119.6,74.1,1.6,952.1
4,18,12,18.3,108.2,9.2,101.7,80.7,1.9,951.9
4,18,13,19.0,131.7,9.2,125.2,81.2,1.9,946.0
4,18,14,18.5,96.5,9.2,90.4,71.0,2.3,941.8
4,18,15,17.7,123.1,8.9,118.0,84.4,2.5,941.5
4,18,16,16.9,80.8,8.3,77.3,66.6,2.1,940.9
4,18,17,15.1,219.8,711.5,44.0,56.3,1.5,937.8
4,18,18,13.9,24.9,299.2,11.9,47.4,0.9,940.7
4,18,19,13.8,0.0,0.0,0.0,45.5,0.8,943.7
4,18,20,13.5,0.0,0.0,0.0,42.7,0.4,943.0
4,18,21,13.0,0.0,0.0,0.0,40.2,0.2,943.0
4,18,22,12.5,0.0,0.0,0.0,39.9,0.4,942.8
4,18,23,12.2,0.0,0.0,0.0,39.3,0.6,942.8
4,19,0,11.8,0.0,0.0,0.0,43.3,0.7,942.3
4,19,1,11.0,0.0,0.0,0.0,52.0,0.9,940.8
4,19,2,10.8,0.0,0.0,0.0,59.5,1.0,941.2
4,19,3,10.4,0.0,0.0,0.0,62.4,0.9,939.7
4,19,4,11.9,0.0,0.0,0.0,56.4,0.7,946.3
4,19,5,12.1,0.0,0.0,0.0,67.0,0.6,945.5
4,19,6,12.8,0.0,0.0,0.0,48.9,0.4,948.6
4,19,7,14.4,0.0,0.0,0.0,56.4,0.3,952.7
4,19,8,15.7,29.8,6.0,28.8,53.7,0.5,953.4
4,19,9,18.0,93.3,7.7,90.5,61.1,0.9,957.7
4,19,10,20.2,134.5,8.5,130.1,56.7,1.2,959.0
4,19,11,21.9,182.6,8.8,177.0,54.8,1.5,958.6
4,19,12,22.3,205.8,8.9,199.6,66.4,2.0,956.4
4,19,13,22.9,210.0,8.9,203.7,73.5,2.3,958.7
4,19,14,23.6,189.2,8.8,183.3,71.4,2.4,959.1
4,19,15,22.5,261.2,8.5,256.4,85.2,2.5,956.5
4,19,16,21.3,163.2,7.9,159.9,61.7,2.1,954.9
4,19,17,20.3,69.0,6.7,67.4,65.1,1.4,954.0
4,19,18,19.6,19.8,239.4,10.4,53.5,1.4,955.1
4,19,19,18.1,0.0,0.0,0.0,48.7,0.9,951.3
4,19,20,16.9,0.0,0.0,0.0,43.9,0.9,948.9
4,19,21,16.4,0.0,0.0,0.0,48.5,1.7,951.9
4,19,22,16.1,0.0,0.0,0.0,42.0,2.1,952.5
