Code_BuildingVariant,Code_Country,Code_Building,Code_BuildingSizeClass,Code_Period,Code_Material,Code_Zone,Code_RoofType,Year1_Building,Year2_Building,n_Apartment,n_Storey,A_C_Ref,h_room,A_Wall_1,A_Wall_2,A_Wall_3,A_Roof_1,A_Roof_2,A_Floor_1,A_Floor_2,A_Door_1,A_Window_North,A_Window_East,A_Window_South,A_Window_West,A_Window_Horizontal,A_Window_1,A_Window_2,F_sh_vert,F_sh_hor,F_f,F_w,U_Actual_Wall_1,U_Actual_Wall_2,U_Actual_Wall_3,b_Transmission_Wall_1,b_Transmission_Wall_2,b_Transmission_Wall_3,U_Actual_Roof_1,U_Actual_Roof_2,b_Transmission_Roof_1,b_Transmission_Roof_2,U_Actual_Floor_1,U_Actual_Floor_2,b_Transmission_Floor_1,b_Transmission_Floor_2,U_Actual_Door_1,U_Window_1,U_Window_2,g_gl_n_Window_1,n_air_infiltration,n_air_use,q_h_nd
CL.MFH.RT2.mad.C,CL,CL.MFH.RT2.mad.C,MFH,RT2,mad,C,SD,2007,2014,8,4,60,2.4,57.6,0,0,15,0,15,0,2.0,2.45,2.45,2.45,2.45,0,9.8,0,0.9,1.0,0.7,0.9,1.29,0,0,1.0,0,0,0.588,0,1.0,0,0.57,0,0.45,0,2.5,5.8,0,0.75,0.55,0.3,85
CL.MFH.RT2.mad.D,CL,CL.MFH.RT2.mad.D,MFH,RT2,mad,D,SD,2007,2014,8,4,60,2.4,57.6,0,0,15,0,15,0,2.0,2.45,2.45,2.45,2.45,0,9.8,0,0.9,1.0,0.7,0.9,0.984,0,0,1.0,0,0,0.58,0,1.0,0,0.88,0,0.45,0,2.5,3.01,0,0.75,0.55,0.3,85
CL.MFH.RT2.mad.E,CL,CL.MFH.RT2.mad.E,MFH,RT2,mad,E,SD,2007,2014,8,4,60,2.4,57.6,0,0,15,0,15,0,2.0,2.45,2.45,2.45,2.45,0,9.8,0,0.9,1.0,0.7,0.9,0.765,0,0,1.0,0,0,0.386,0,1.0,0,0.508,0,0.45,0,2.5,5.8,0,0.75,0.55,0.3,85
CL.MFH.RT2.mad.F,CL,CL.MFH.RT2.mad.F,MFH,RT2,mad,F,SD,2007,2014,8,4,60,2.4,57.6,0,0,15,0,15,0,2.0,2.45,2.45,2.45,2.45,0,9.8,0,0.9,1.0,0.7,0.9,0.765,0,0,1.0,0,0,0.386,0,1.0,0,0.45,0,0.45,0,2.5,5.8,0,0.75,0.55,0.3,85
CL.MFH.RT2.mad.G,CL,CL.MFH.RT2.mad.G,MFH,RT2,mad,G,SD,2007,2014,8,4,60,2.4,57.6,0,0,15,0,15,0,2.0,2.45,2.45,2.45,2.45,0,9.8,0,0.9,1.0,0.7,0.9,0.7045,0,0,1.0,0,0,0.246,0,1.0,0,0.38,0,0.45,0,2.5,5.8,0,0.75,0.55,0.3,85
CL.MFH.RT2.mad.H,CL,CL.MFH.RT2.mad.H,MFH,RT2,mad,H,SD,2007,2014,8,4,60,2.4,57.6,0,0,15,0,15,0,2.0,2.45,2.45,2.45,2.45,0,9.8,0,0.9,1.0,0.7,0.9,0.29,0,0,1.0,0,0,0.24,0,1.0,0,0.28,0,0.45,0,2.5,2.64,0,0.75,0.55,0.3,85
CL.MFH.RT2.mad.I,CL,CL.MFH.RT2.mad.I,MFH,RT2,mad,I,SD,2007,2014,8,4,60,2.4,57.6,0,0,15,0,15,0,2.0,2.45,2.45,2.45,2.45,0,9.8,0,0.9,1.0,0.7,0.9,0.5829,0,0,1.0,0,0,0.2489,0,1.0,0,0.62,0,0.45,0,2.5,4.54,0,0.75,0.55,0.3,85
CL.MFH.RT2.met.A,CL,CL.MFH.RT2.met.A,MFH,RT2,met,A,SD,2007,2014,8,4,60,2.4,57.6,0,0,15,0,15,0,2.0,2.45,2.45,2.45,2.45,0,9.8,0,0.9,1.0,0.7,0.9,0.75,0,0,1.0,0,0,0.69,0,1.0,0,1.4,0,0.45,0,2.5,5.8,0,0.75,0.55,0.3,85
CL.MFH.RT2.met.B,CL,CL.MFH.RT2.met.B,MFH,RT2,met,B,SD,2007,2014,8,4,60,2.4,57.6,0,0,15,0,15,0,2.0,2.45,2.45,2.45,2.45,0,9.8,0,0.9,1.0,0.7,0.9,0.75,0,0,1.0,0,0,0.375,0,1.0,0,0.62,0,0.45,0,2.5,5.8,0,0.75,0.55,0.3,85
CL.MFH.RT2.met.C,CL,CL.MFH.RT2.met.C,MFH,RT2,met,C,SD,2007,2014,8,4,60,2.4,57.6,0,0,15,0,15,0,2.0,2.45,2.45,2.45,2.45,0,9.8,0,0.9,1.0,0.7,0.9,0.75,0,0,1.0,0,0,0.588,0,1.0,0,0.57,0,0.45,0,2.5,5.8,0,0.75,0.55,0.3,85
CL.MFH.RT2.met.D,CL,CL.MFH.RT2.met.D,MFH,RT2,met,D,SD,2007,2014,8,4,60,2.4,57.6,0,0,15,0,15,0,2.0,2.45,2.45,2.45,2.45,0,9.8,0,0.9,1.0,0.7,0.9,0.75,0,0,1.0,0,0,0.378,0,1.0,0,0.67,0,0.45,0,2.5,3.28,0,0.75,0.55,0.3,85
CL.MFH.RT2.met.E,CL,CL.MFH.RT2.met.E,MFH,RT2,met,E,SD,2007,2014,8,4,60,2.4,57.6,0,0,15,0,15,0,2.0,2.45,2.45,2.45,2.45,0,9.8,0,0.9,1.0,0.7,0.9,0.75,0,0,1.0,0,0,0.378,0,1.0,0,0.508,0,0.45,0,2.5,3.28,0,0.75,0.55,0.3,85
CL.MFH.RT2.met.F,CL,CL.MFH.RT2.met.F,MFH,RT2,met,F,SD,2007,2014,8,4,60,2.4,57.6,0,0,15,0,15,0,2.0,2.45,2.45,2.45,2.45,0,9.8,0,0.9,1.0,0.7,0.9,0.75,0,0,1.0,0,0,0.38,0,1.0,0,0.47,0,0.45,0,2.5,3.28,0,0.75,0.55,0.3,85
CL.MFH.RT2.met.G,CL,CL.MFH.RT2.met.G,MFH,RT2,met,G,SD,2007,2014,8,4,60,2.4,57.6,0,0,15,0,15,0,2.0,2.45,2.45,2.45,2.45,0,9.8,0,0.9,1.0,0.7,0.9,0.75,0,0,1.0,0,0,0.246,0,1.0,0,0.38,0,0.45,0,2.5,5.8,0,0.75,0.55,0.3,85
CL.MFH.RT2.met.H,CL,CL.MFH.RT2.met.H,MFH,RT2,met,H,SD,2007,2014,8,4,60,2.4,57.6,0,0,15,0,15,0,2.0,2.45,2.45,2.45,2.45,0,9.8,0,0.9,1.0,0.7,0.9,0.75,0,0,1.0,0,0,0.33,0,1.0,0,0.29,0,0.45,0,2.5,4.54,0,0.75,0.55,0.3,85
CL.MFH.RT2.met.I,CL,CL.MFH.RT2.met.I,MFH,RT2,met,I,SD,2007,2014,8,4,60,2.4,57.6,0,0,15,0,15,0,2.0,2.45,2.45,2.45,2.45,0,9.8,0,0.9,1.0,0.7,0.9,0.75,0,0,1.0,0,0,0.2489,0,1.0,0,0.62,0,0.45,0,2.5,4.54,0,0.75,0.55,0.3,85
CL.MFH.RT2.prefab.A,CL,CL.MFH.RT2.prefab.A,MFH,RT2,prefab,A,SD,2007,2014,8,4,60,2.4,57.6,0,0,15,0,15,0,2.0,2.45,2.45,2.45,2.45,0,9.8,0,0.9,1.0,0.7,0.9,1.08,0,0,1.0,0,0,0.69,0,1.0,0,1.4,0,0.45,0,2.5,5.8,0,0.75,0.55,0.3,85
CL.MFH.RT2.prefab.B,CL,CL.MFH.RT2.prefab.B,MFH,RT2,prefab,B,SD,2007,2014,8,4,60,2.4,57.6,0,0,15,0,15,0,2.0,2.45,2.45,2.45,2.45,0,9.8,0,0.9,1.0,0.7,0.9,1.0550000000000002,0,0,1.0,0,0,0.375,0,1.0,0,0.62,0,0.45,0,2.5,5.8,0,0.75,0.55,0.3,85
CL.MFH.RT2.prefab.C,CL,CL.MFH.RT2.prefab.C,MFH,RT2,prefab,C,SD,2007,2014,8,4,60,2.4,57.6,0,0,15,0,15,0,2.0,2.45,2.45,2.45,2.45,0,9.8,0,0.9,1.0,0.7,0.9,1.29,0,0,1.0,0,0,0.588,0,1.0,0,0.57,0,0.45,0,2.5,5.8,0,0.75,0.55,0.3,85
CL.MFH.RT2.prefab.D,CL,CL.MFH.RT2.prefab.D,MFH,RT2,prefab,D,SD,2007,2014,8,4,60,2.4,57.6,0,0,15,0,15,0,2.0,2.45,2.45,2.45,2.45,0,9.8,0,0.9,1.0,0.7,0.9,0.58,0,0,1.0,0,0,0.45,0,1.0,0,0.67,0,0.45,0,2.5,5.8,0,0.75,0.55,0.3,85
CL.MFH.RT2.prefab.E,CL,CL.MFH.RT2.prefab.E,MFH,RT2,prefab,E,SD,2007,2014,8,4,60,2.4,57.6,0,0,15,0,15,0,2.0,2.45,2.45,2.45,2.45,0,9.8,0,0.9,1.0,0.7,0.9,0.61,0,0,1.0,0,0,0.378,0,1.0,0,0.508,0,0.45,0,2.5,3.28,0,0.75,0.55,0.3,85
CL.MFH.RT2.prefab.F,CL,CL.MFH.RT2.prefab.F,MFH,RT2,prefab,F,SD,2007,2014,8,4,60,2.4,57.6,0,0,15,0,15,0,2.0,2.45,2.45,2.45,2.45,0,9.8,0,0.9,1.0,0.7,0.9,0.61,0,0,1.0,0,0,0.23,0,1.0,0,0.47,0,0.45,0,2.5,3.28,0,0.75,0.55,0.3,85
CL.MFH.RT2.prefab.G,CL,CL.MFH.RT2.prefab.G,MFH,RT2,prefab,G,SD,2007,2014,8,4,60,2.4,57.6,0,0,15,0,15,0,2.0,2.45,2.45,2.45,2.45,0,9.8,0,0.9,1.0,0.7,0.9,0.7045,0,0,1.0,0,0,0.246,0,1.0,0,0.38,0,0.45,0,2.5,5.8,0,0.75,0.55,0.3,85
CL.MFH.RT2.prefab.H,CL,CL.MFH.RT2.prefab.H,MFH,RT2,prefab,H,SD,2007,2014,8,4,60,2.4,57.6,0,0,15,0,15,0,2.0,2.45,2.45,2.45,2.45,0,9.8,0,0.9,1.0,0.7,0.9,0.59,0,0,1.0,0,0,0.33,0,1.0,0,0.29,0,0.45,0,2.5,4.54,0,0.75,0.55,0.3,85
CL.MFH.RT2.prefab.I,CL,CL.MFH.RT2.prefab.I,MFH,RT2,prefab,I,SD,2007,2014,8,4,60,2.4,57.6,0,0,15,0,15,0,2.0,2.45,2.45,2.45,2.45,0,9.8,0,0.9,1.0,0.7,0.9,0.5829,0,0,1.0,0,0,0.2489,0,1.0,0,0.62,0,0.45,0,2.5,4.54,0,0.75,0.55,0.3,85
CL.MFH.CEV.adobe.A,CL,CL.MFH.CEV.adobe.A,MFH,CEV,adobe,A,SD,2015,2020,8,4,65,2.4,62.4,0,0,16,0,16,0,2.0,2.65,2.65,2.65,2.65,0,10.6,0,0.9,1.0,0.7,0.9,1.38,0,0,1.0,0,0,1.18,0,1.0,0,1.2,0,0.45,0,2.5,5.8,0,0.6,0.45,0.3,42
CL.MFH.CEV.adobe.B,CL,CL.MFH.CEV.adobe.B,MFH,CEV,adobe,B,SD,2015,2020,8,4,65,2.4,62.4,0,0,16,0,16,0,2.0,2.65,2.65,2.65,2.65,0,10.6,0,0.9,1.0,0.7,0.9,1.38,0,0,1.0,0,0,0.481,0,1.0,0,1.29,0,0.45,0,2.5,5.8,0,0.6,0.45,0.3,42
CL.MFH.CEV.adobe.C,CL,CL.MFH.CEV.adobe.C,MFH,CEV,adobe,C,SD,2015,2020,8,4,65,2.4,62.4,0,0,16,0,16,0,2.0,2.65,2.65,2.65,2.65,0,10.6,0,0.9,1.0,0.7,0.9,1.38,0,0,1.0,0,0,0.84,0,1.0,0,3.36,0,0.45,0,2.5,5.8,0,0.6,0.45,0.3,42
CL.MFH.CEV.adobe.D,CL,CL.MFH.CEV.adobe.D,MFH,CEV,adobe,D,SD,2015,2020,8,4,65,2.4,62.4,0,0,16,0,16,0,2.0,2.65,2.65,2.65,2.65,0,10.6,0,0.9,1.0,0.7,0.9,1.38,0,0,1.0,0,0,0.378,0,1.0,0,0.66,0,0.45,0,2.5,3.28,0,0.6,0.45,0.3,42
CL.MFH.CEV.adobe.E,CL,CL.MFH.CEV.adobe.E,MFH,CEV,adobe,E,SD,2015,2020,8,4,65,2.4,62.4,0,0,16,0,16,0,2.0,2.65,2.65,2.65,2.65,0,10.6,0,0.9,1.0,0.7,0.9,1.38,0,0,1.0,0,0,0.378,0,1.0,0,3.55,0,0.45,0,2.5,3.28,0,0.6,0.45,0.3,42
CL.MFH.CEV.adobe.F,CL,CL.MFH.CEV.adobe.F,MFH,CEV,adobe,F,SD,2015,2020,8,4,65,2.4,62.4,0,0,16,0,16,0,2.0,2.65,2.65,2.65,2.65,0,10.6,0,0.9,1.0,0.7,0.9,1.38,0,0,1.0,0,0,0.35,0,1.0,0,0.45,0,0.45,0,2.5,3.28,0,0.6,0.45,0.3,42
CL.MFH.CEV.adobe.G,CL,CL.MFH.CEV.adobe.G,MFH,CEV,adobe,G,SD,2015,2020,8,4,65,2.4,62.4,0,0,16,0,16,0,2.0,2.65,2.65,2.65,2.65,0,10.6,0,0.9,1.0,0.7,0.9,1.38,0,0,1.0,0,0,0.267,0,1.0,0,0.55,0,0.45,0,2.5,3.28,0,0.6,0.45,0.3,42
CL.MFH.CEV.adobe.H,CL,CL.MFH.CEV.adobe.H,MFH,CEV,adobe,H,SD,2015,2020,8,4,65,2.4,62.4,0,0,16,0,16,0,2.0,2.65,2.65,2.65,2.65,0,10.6,0,0.9,1.0,0.7,0.9,1.38,0,0,1.0,0,0,0.24,0,1.0,0,0.28,0,0.45,0,2.5,3.28,0,0.6,0.45,0.3,42
CL.MFH.CEV.adobe.I,CL,CL.MFH.CEV.adobe.I,MFH,CEV,adobe,I,SD,2015,2020,8,4,65,2.4,62.4,0,0,16,0,16,0,2.0,2.65,2.65,2.65,2.65,0,10.6,0,0.9,1.0,0.7,0.9,1.38,0,0,1.0,0,0,0.24471771083914,0,1.0,0,0.68,0,0.45,0,2.5,5.8,0,0.6,0.45,0.3,42
CL.MFH.CEV.hor.A,CL,CL.MFH.CEV.hor.A,MFH,CEV,hor,A,SD,2015,2020,8,4,65,2.4,62.4,0,0,16,0,16,0,2.0,2.65,2.65,2.65,2.65,0,10.6,0,0.9,1.0,0.7,0.9,1.68,0,0,1.0,0,0,1.18,0,1.0,0,1.2,0,0.45,0,2.5,5.8,0,0.6,0.45,0.3,42
CL.MFH.CEV.hor.B,CL,CL.MFH.CEV.hor.B,MFH,CEV,hor,B,SD,2015,2020,8,4,65,2.4,62.4,0,0,16,0,16,0,2.0,2.65,2.65,2.65,2.65,0,10.6,0,0.9,1.0,0.7,0.9,1.98,0,0,1.0,0,0,0.59,0,1.0,0,1.29,0,0.45,0,2.5,5.8,0,0.6,0.45,0.3,42
CL.MFH.CEV.hor.C,CL,CL.MFH.CEV.hor.C,MFH,CEV,hor,C,SD,2015,2020,8,4,65,2.4,62.4,0,0,16,0,16,0,2.0,2.65,2.65,2.65,2.65,0,10.6,0,0.9,1.0,0.7,0.9,1.369,0,0,1.0,0,0,0.60095,0,1.0,0,3.36,0,0.45,0,2.5,2.728,0,0.6,0.45,0.3,42
CL.MFH.CEV.hor.D,CL,CL.MFH.CEV.hor.D,MFH,CEV,hor,D,SD,2015,2020,8,4,65,2.4,62.4,0,0,16,0,16,0,2.0,2.65,2.65,2.65,2.65,0,10.6,0,0.9,1.0,0.7,0.9,1.065,0,0,1.0,0,0,0.33,0,1.0,0,0.66,0,0.45,0,2.5,3.28,0,0.6,0.45,0.3,42
CL.MFH.CEV.hor.E,CL,CL.MFH.CEV.hor.E,MFH,CEV,hor,E,SD,2015,2020,8,4,65,2.4,62.4,0,0,16,0,16,0,2.0,2.65,2.65,2.65,2.65,0,10.6,0,0.9,1.0,0.7,0.9,1.085,0,0,1.0,0,0,0.28,0,1.0,0,3.55,0,0.45,0,2.5,5.8,0,0.6,0.45,0.3,42
CL.MFH.CEV.hor.F,CL,CL.MFH.CEV.hor.F,MFH,CEV,hor,F,SD,2015,2020,8,4,65,2.4,62.4,0,0,16,0,16,0,2.0,2.65,2.65,2.65,2.65,0,10.6,0,0.9,1.0,0.7,0.9,0.425,0,0,1.0,0,0,0.43,0,1.0,0,0.29,0,0.45,0,2.5,3.28,0,0.6,0.45,0.3,42
CL.MFH.CEV.hor.G,CL,CL.MFH.CEV.hor.G,MFH,CEV,hor,G,SD,2015,2020,8,4,65,2.4,62.4,0,0,16,0,16,0,2.0,2.65,2.65,2.65,2.65,0,10.6,0,0.9,1.0,0.7,0.9,0.369,0,0,1.0,0,0,0.281,0,1.0,0,0.55,0,0.45,0,2.5,3.28,0,0.6,0.45,0.3,42
CL.MFH.CEV.hor.H,CL,CL.MFH.CEV.hor.H,MFH,CEV,hor,H,SD,2015,2020,8,4,65,2.4,62.4,0,0,16,0,16,0,2.0,2.65,2.65,2.65,2.65,0,10.6,0,0.9,1.0,0.7,0.9,0.43999999999999995,0,0,1.0,0,0,0.24,0,1.0,0,0.28,0,0.45,0,2.5,3.28,0,0.6,0.45,0.3,42
CL.MFH.CEV.hor.I,CL,CL.MFH.CEV.hor.I,MFH,CEV,hor,I,SD,2015,2020,8,4,65,2.4,62.4,0,0,16,0,16,0,2.0,2.65,2.65,2.65,2.65,0,10.6,0,0.9,1.0,0.7,0.9,0.5563064390105581,0,0,1.0,0,0,0.24471771083914,0,1.0,0,0.68,0,0.45,0,2.5,5.8,0,0.6,0.45,0.3,42
CL.MFH.CEV.lad.A,CL,CL.MFH.CEV.lad.A,MFH,CEV,lad,A,SD,2015,2020,8,4,65,2.4,62.4,0,0,16,0,16,0,2.0,2.65,2.65,2.65,2.65,0,10.6,0,0.9,1.0,0.7,0.9,1.63,0,0,1.0,0,0,2.04,0,1.0,0,1.2,0,0.45,0,2.5,5.8,0,0.6,0.45,0.3,42
CL.MFH.CEV.lad.B,CL,CL.MFH.CEV.lad.B,MFH,CEV,lad,B,SD,2015,2020,8,4,65,2.4,62.4,0,0,16,0,16,0,2.0,2.65,2.65,2.65,2.65,0,10.6,0,0.9,1.0,0.7,0.9,1.129,0,0,1.0,0,0,0.481,0,1.0,0,1.29,0,0.45,0,2.5,4.54,0,0.6,0.45,0.3,42
CL.MFH.CEV.lad.C,CL,CL.MFH.CEV.lad.C,MFH,CEV,lad,C,SD,2015,2020,8,4,65,2.4,62.4,0,0,16,0,16,0,2.0,2.65,2.65,2.65,2.65,0,10.6,0,0.9,1.0,0.7,0.9,1.52,0,0,1.0,0,0,1.03,0,1.0,0,3.36,0,0.45,0,2.5,5.8,0,0.6,0.45,0.3,42
CL.MFH.CEV.lad.D,CL,CL.MFH.CEV.lad.D,MFH,CEV,lad,D,SD,2015,2020,8,4,65,2.4,62.4,0,0,16,0,16,0,2.0,2.65,2.65,2.65,2.65,0,10.6,0,0.9,1.0,0.7,0.9,0.718,0,0,1.0,0,0,0.378,0,1.0,0,0.63,0,0.45,0,2.5,3.28,0,0.6,0.45,0.3,42
CL.MFH.CEV.lad.E,CL,CL.MFH.CEV.lad.E,MFH,CEV,lad,E,SD,2015,2020,8,4,65,2.4,62.4,0,0,16,0,16,0,2.0,2.65,2.65,2.65,2.65,0,10.6,0,0.9,1.0,0.7,0.9,0.718,0,0,1.0,0,0,0.378,0,1.0,0,3.55,0,0.45,0,2.5,3.28,0,0.6,0.45,0.3,42
CL.MFH.CEV.lad.F,CL,CL.MFH.CEV.lad.F,MFH,CEV,lad,F,SD,2015,2020,8,4,65,2.4,62.4,0,0,16,0,16,0,2.0,2.65,2.65,2.65,2.65,0,10.6,0,0.9,1.0,0.7,0.9,0.65,0,0,1.0,0,0,0.27,0,1.0,0,0.569,0,0.45,0,2.5,2.85,0,0.6,0.45,0.3,42
CL.MFH.CEV.lad.G,CL,CL.MFH.CEV.lad.G,MFH,CEV,lad,G,SD,2015,2020,8,4,65,2.4,62.4,0,0,16,0,16,0,2.0,2.65,2.65,2.65,2.65,0,10.6,0,0.9,1.0,0.7,0.9,0.37,0,0,1.0,0,0,0.336,0,1.0,0,0.55,0,0.45,0,2.5,4.135,0,0.6,0.45,0.3,42
CL.MFH.CEV.lad.H,CL,CL.MFH.CEV.lad.H,MFH,CEV,lad,H,SD,2015,2020,8,4,65,2.4,62.4,0,0,16,0,16,0,2.0,2.65,2.65,2.65,2.65,0,10.6,0,0.9,1.0,0.7,0.9,0.43999999999999995,0,0,1.0,0,0,0.24,0,1.0,0,0.28,0,0.45,0,2.5,3.28,0,0.6,0.45,0.3,42
CL.MFH.CEV.lad.I,CL,CL.MFH.CEV.lad.I,MFH,CEV,lad,I,SD,2015,2020,8,4,65,2.4,62.4,0,0,16,0,16,0,2.0,2.65,2.65,2.65,2.65,0,10.6,0,0.9,1.0,0.7,0.9,0.5563064390105581,0,0,1.0,0,0,0.24471771083914,0,1.0,0,0.68,0,0.45,0,2.5,5.8,0,0.6,0.45,0.3,42
CL.MFH.CEV.mad.A,CL,CL.MFH.CEV.mad.A,MFH,CEV,mad,A,SD,2015,2020,8,4,65,2.4,62.4,0,0,16,0,16,0,2.0,2.65,2.65,2.65,2.65,0,10.6,0,0.9,1.0,0.7,0.9,1.68,0,0,1.0,0,0,1.18,0,1.0,0,1.2,0,0.45,0,2.5,5.8,0,0.6,0.45,0.3,42
CL.MFH.CEV.mad.B,CL,CL.MFH.CEV.mad.B,MFH,CEV,mad,B,SD,2015,2020,8,4,65,2.4,62.4,0,0,16,0,16,0,2.0,2.65,2.65,2.65,2.65,0,10.6,0,0.9,1.0,0.7,0.9,1.41,0,0,1.0,0,0,0.481,0,1.0,0,1.29,0,0.45,0,2.5,5.8,0,0.6,0.45,0.3,42
CL.MFH.CEV.mad.C,CL,CL.MFH.CEV.mad.C,MFH,CEV,mad,C,SD,2015,2020,8,4,65,2.4,62.4,0,0,16,0,16,0,2.0,2.65,2.65,2.65,2.65,0,10.6,0,0.9,1.0,0.7,0.9,1.52,0,0,1.0,0,0,0.84,0,1.0,0,3.36,0,0.45,0,2.5,5.8,0,0.6,0.45,0.3,42
CL.MFH.CEV.mad.D,CL,CL.MFH.CEV.mad.D,MFH,CEV,mad,D,SD,2015,2020,8,4,65,2.4,62.4,0,0,16,0,16,0,2.0,2.65,2.65,2.65,2.65,0,10.6,0,0.9,1.0,0.7,0.9,0.81,0,0,1.0,0,0,0.27,0,1.0,0,0.27,0,0.45,0,2.5,3.01,0,0.6,0.45,0.3,42
CL.MFH.CEV.mad.E,CL,CL.MFH.CEV.mad.E,MFH,CEV,mad,E,SD,2015,2020,8,4,65,2.4,62.4,0,0,16,0,16,0,2.0,2.65,2.65,2.65,2.65,0,10.6,0,0.9,1.0,0.7,0.9,0.765,0,0,1.0,0,0,0.386,0,1.0,0,0.27,0,0.45,0,2.5,5.8,0,0.6,0.45,0.3,42
CL.MFH.CEV.mad.F,CL,CL.MFH.CEV.mad.F,MFH,CEV,mad,F,SD,2015,2020,8,4,65,2.4,62.4,0,0,16,0,16,0,2.0,2.65,2.65,2.65,2.65,0,10.6,0,0.9,1.0,0.7,0.9,0.6675,0,0,1.0,0,0,0.35,0,1.0,0,0.45,0,0.45,0,2.5,5.8,0,0.6,0.45,0.3,42
CL.MFH.CEV.mad.G,CL,CL.MFH.CEV.mad.G,MFH,CEV,mad,G,SD,2015,2020,8,4,65,2.4,62.4,0,0,16,0,16,0,2.0,2.65,2.65,2.65,2.65,0,10.6,0,0.9,1.0,0.7,0.9,0.428,0,0,1.0,0,0,0.267,0,1.0,0,0.55,0,0.45,0,2.5,3.28,0,0.6,0.45,0.3,42
CL.MFH.CEV.mad.H,CL,CL.MFH.CEV.mad.H,MFH,CEV,mad,H,SD,2015,2020,8,4,65,2.4,62.4,0,0,16,0,16,0,2.0,2.65,2.65,2.65,2.65,0,10.6,0,0.9,1.0,0.7,0.9,0.43999999999999995,0,0,1.0,0,0,0.24,0,1.0,0,0.28,0,0.45,0,2.5,3.28,0,0.6,0.45,0.3,42
CL.MFH.CEV.mad.I,CL,CL.MFH.CEV.mad.I,MFH,CEV,mad,I,SD,2015,2020,8,4,65,2.4,62.4,0,0,16,0,16,0,2.0,2.65,2.65,2.65,2.65,0,10.6,0,0.9,1.0,0.7,0.9,0.5563064390105581,0,0,1.0,0,0,0.24471771083914,0,1.0,0,0.68,0,0.45,0,2.5,5.8,0,0.6,0.45,0.3,42
CL.MFH.CEV.met.A,CL,CL.MFH.CEV.met.A,MFH,CEV,met,A,SD,2015,2020,8,4,65,2.4,62.4,0,0,16,0,16,0,2.0,2.65,2.65,2.65,2.65,0,10.6,0,0.9,1.0,0.7,0.9,0.75,0,0,1.0,0,0,1.18,0,1.0,0,1.2,0,0.45,0,2.5,5.8,0,0.6,0.45,0.3,42
CL.MFH.CEV.met.B,CL,CL.MFH.CEV.met.B,MFH,CEV,met,B,SD,2015,2020,8,4,65,2.4,62.4,0,0,16,0,16,0,2.0,2.65,2.65,2.65,2.65,0,10.6,0,0.9,1.0,0.7,0.9,0.75,0,0,1.0,0,0,0.481,0,1.0,0,1.29,0,0.45,0,2.5,5.8,0,0.6,0.45,0.3,42
CL.MFH.CEV.met.C,CL,CL.MFH.CEV.met.C,MFH,CEV,met,C,SD,2015,2020,8,4,65,2.4,62.4,0,0,16,0,16,0,2.0,2.65,2.65,2.65,2.65,0,10.6,0,0.9,1.0,0.7,0.9,0.75,0,0,1.0,0,0,0.84,0,1.0,0,3.36,0,0.45,0,2.5,5.8,0,0.6,0.45,0.3,42
CL.MFH.CEV.met.D,CL,CL.MFH.CEV.met.D,MFH,CEV,met,D,SD,2015,2020,8,4,65,2.4,62.4,0,0,16,0,16,0,2.0,2.65,2.65,2.65,2.65,0,10.6,0,0.9,1.0,0.7,0.9,0.75,0,0,1.0,0,0,0.378,0,1.0,0,0.66,0,0.45,0,2.5,3.28,0,0.6,0.45,0.3,42
CL.MFH.CEV.met.E,CL,CL.MFH.CEV.met.E,MFH,CEV,met,E,SD,2015,2020,8,4,65,2.4,62.4,0,0,16,0,16,0,2.0,2.65,2.65,2.65,2.65,0,10.6,0,0.9,1.0,0.7,0.9,0.75,0,0,1.0,0,0,0.378,0,1.0,0,3.55,0,0.45,0,2.5,3.28,0,0.6,0.45,0.3,42
CL.MFH.CEV.met.F,CL,CL.MFH.CEV.met.F,MFH,CEV,met,F,SD,2015,2020,8,4,65,2.4,62.4,0,0,16,0,16,0,2.0,2.65,2.65,2.65,2.65,0,10.6,0,0.9,1.0,0.7,0.9,0.75,0,0,1.0,0,0,0.35,0,1.0,0,0.45,0,0.45,0,2.5,3.28,0,0.6,0.45,0.3,42
CL.MFH.CEV.met.G,CL,CL.MFH.CEV.met.G,MFH,CEV,met,G,SD,2015,2020,8,4,65,2.4,62.4,0,0,16,0,16,0,2.0,2.65,2.65,2.65,2.65,0,10.6,0,0.9,1.0,0.7,0.9,0.75,0,0,1.0,0,0,0.267,0,1.0,0,0.55,0,0.45,0,2.5,3.28,0,0.6,0.45,0.3,42
CL.MFH.CEV.met.H,CL,CL.MFH.CEV.met.H,MFH,CEV,met,H,SD,2015,2020,8,4,65,2.4,62.4,0,0,16,0,16,0,2.0,2.65,2.65,2.65,2.65,0,10.6,0,0.9,1.0,0.7,0.9,0.75,0,0,1.0,0,0,0.24,0,1.0,0,0.28,0,0.45,0,2.5,3.28,0,0.6,0.45,0.3,42
CL.MFH.CEV.met.I,CL,CL.MFH.CEV.met.I,MFH,CEV,met,I,SD,2015,2020,8,4,65,2.4,62.4,0,0,16,0,16,0,2.0,2.65,2.65,2.65,2.65,0,10.6,0,0.9,1.0,0.7,0.9,0.75,0,0,1.0,0,0,0.24471771083914,0,1.0,0,0.68,0,0.45,0,2.5,5.8,0,0.6,0.45,0.3,42
